Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
China,CHN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,13.3410799,15.37612739,15.35845024,14.95581147,14.90166568,15.0312775,14.7964783,14.91684725,15.12024976,14.54680995,14.16647335,14.2608132,14.27139267,14.30114353,14.34086291,14.17864263,14.16357269,14.31848985,14.55834496,15.08245335,15.64831337,16.01728048,15.99479941,16.17982649,16.97978344,18.71331729,19.58704597,20.5825608,23.07462759,25.05961439,26.49082514,28.26956139,30.58492978,35.22951578,42.4927811,48.29971556,51.44244795,52.27405048,51.80345249,51.14914436,52.20424513,53.27289184,53.59364744,54.98878532,58.81160165,61.10745618,63.50687064,68.42845401,73.76268879,73.60813135,78.67338676,85.02680124,87.00896097,88.89128676,89.80781254,89.80516851,91.06903798,94.92370074,98.24579071,99.5099197,100,104.5523266,106.4590234,105.8390127
Cote d'Ivoire,CIV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.12414369,4.247458204,4.37508667,4.506948157,4.637928091,4.780723766,4.782712701,4.841432544,5.121935461,5.216891937,5.372921262,5.322357029,5.456034222,6.177756736,7.826857704,8.164504719,9.652320229,12.42748699,12.97843534,13.82740634,17.16585068,17.67687654,19.1442902,20.87623238,24.61514387,24.69973555,24.2007009,23.21447229,23.12604232,22.89191276,21.85644893,22.00146412,21.9962196,23.34990969,34.18101502,37.95589448,59.31890522,61.64508078,64.96612407,64.46204416,65.49409263,69.997446,73.20482512,75.60456764,73.71191501,74.60761425,75.62193331,77.95755411,82.14616164,83.13830597,84.39886387,89.2174655,88.85693919,91.4131138,95.44199354,100,98.82016756,97.79078036,99.43559828,101.4077567,103.261879,107.3202065,109.5587972,112.7605873
Cameroon,CMR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.242171291,5.507658387,5.678944309,5.663945136,5.914350038,6.077138484,6.088586398,7.527269747,7.9601427,8.382186394,9.043038251,9.354130042,10.10025132,10.75975057,11.90631958,12.6195168,15.1023365,15.99107485,16.53633958,18.66171673,21.32024524,23.19646814,26.09184004,29.42196035,33.40928084,37.14681982,37.21340017,36.3231406,36.61877415,35.9526482,36.5433856,37.84751434,37.36394762,58.19635836,61.61974304,65.70791354,65.97768335,70.04442309,70.7910055,72.33976298,73.44769199,75.26137912,77.3495007,78.86007028,78.97007048,80.04180644,81.88250784,82.28431188,86.3495986,89.4612195,90.07688006,92.40901034,94.20385702,97.08033333,99.03573766,99.34254214,100,101.0251412,102.9415796,104.1457612,104.8805846,107.9441877,115.3179143,120.6914095
"Congo, Dem. Rep.",COD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.05E-14,1.11E-14,1.35E-14,2.53E-14,2.62E-14,3.64E-14,3.82E-14,6.06E-14,9.69E-14,1.14E-13,1.11E-13,1.20E-13,1.32E-13,1.56E-13,1.84E-13,2.07E-13,3.25E-13,4.47E-13,5.74E-13,1.16E-12,1.75E-12,2.33E-12,3.35E-12,5.97E-12,1.13E-11,1.42E-11,1.83E-11,3.18E-11,6.09E-11,1.28E-10,2.68E-10,6.16E-09,2.57E-07,4.54E-06,0.001218579,0.006902121,0.050950685,0.149103528,0.189265125,1.025632428,28.00102347,48.4584904,63.82926247,72.39224751,77.00034581,100,113.3252254,136.2979088,164.1917073,217.8133188,263.0887034,299.3730032,317.1557363,325.945046,329.1837359,325.3787716,339.5302393,485.7613628,636.3406437,673.8555042,700.1463107,804.9962632,886.3525443,1003.102292
"Congo, Rep.",COG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.78101165,6.14486602,6.406257554,6.904273429,7.170498292,7.387440672,8.128205817,8.576561901,8.486959832,8.741304973,9.065647179,9.819276118,10.54862976,11.37549241,12.29847043,13.31983436,14.47543007,16.57791846,16.44059642,19.25220111,23.13036615,29.55809295,31.34480228,33.3315523,37.36846813,38.30213431,27.12838194,29.19733385,27.37940478,30.8686526,30.55099309,30.09864418,29.62631567,29.29129281,40.05667059,41.41696689,48.86867611,51.29477017,41.94779116,54.26170869,79.78646153,68.67603068,67.48180425,64.61279043,75.47241609,100,111.3803018,118.8874646,138.229508,108.9729104,141.0302166,156.4777153,174.2599841,172.3351742,161.1944578,133.3819861,128.710299,144.6261986,176.7830259,174.4541455,150.031319,184.9746904,218.7527314,202.1981759
Colombia,COL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.031872166,0.034495044,0.036788287,0.045330755,0.052737746,0.057275555,0.065939827,0.073015291,0.079201421,0.08588971,0.096098393,0.106484131,0.120297583,0.144550898,0.181233797,0.222567722,0.279228029,0.360630866,0.422298497,0.523821697,0.668479961,0.820665289,1.023915008,1.232820042,1.506262322,1.881073229,2.429762093,2.997766036,3.829647797,4.77502761,7.274090987,9.238515562,11.33236829,14.14750743,17.27359419,20.52983205,23.99288188,28.03324791,32.17461235,36.23599463,48.43860008,51.59604518,54.67539548,58.40918636,62.66314691,65.64164917,69.45389355,73.06690857,78.67653493,81.8741267,84.98932283,90.41742377,93.6875101,95.47476465,97.6092294,100,105.1483343,110.5463721,115.6653099,120.2949534,122.0773933,131.6020096,151.1667205,160.7447305
Comoros,COM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,29.61747046,33.93200117,36.14766104,41.64480438,44.20998428,47.33622911,50.83545395,52.47399269,53.49057459,56.67896333,57.91224787,62.61408834,58.37853998,60.0323011,65.68549443,71.15116767,73.42708031,74.10581568,75.10376489,79.46831536,75.92400901,82.47623883,85.91603897,90.30792012,93.36787912,93.66281113,96.57643986,100,103.1442898,104.1613349,105.9061961,109.1317692,113.7922224,115.7860408,116.7529062,116.1424521,118.1342798,118.6097634,120.7870447,125.8710995,126.7140184,126.9287727,133.2015079,137.0884463
Cabo Verde,CPV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,30.57218253,33.50037859,39.32721626,43.48167185,47.29353344,49.0276255,57.70227739,61.71973218,65.05976206,67.39206283,68.97261583,72.27807247,69.30321925,103.5071901,73.31159423,72.1775377,71.78335019,71.18375001,70.94457931,76.34493622,70.31284381,73.93770645,73.66915815,77.29449089,72.39978093,71.10028945,74.39918,88.21392984,91.48908696,93.27729446,93.88771544,96.46684938,97.12051595,98.5042504,98.40543096,100,101.6799248,102.9986256,104.7538985,105.4818032,105.8680358,107.2971496,114.1032121,118.4306841
Costa Rica,CRI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.106489092,0.107038803,0.110430655,0.110358002,0.112842355,0.113558339,0.115885284,0.11852492,0.120886563,0.126408735,0.135658661,0.138973548,0.147886045,0.169832957,0.209256327,0.260609692,0.303875544,0.355348348,0.383451006,0.418536652,0.497345347,0.701764971,1.292453805,1.666380178,1.944574121,2.344091049,2.767197691,3.04791283,3.622117462,4.174429504,4.948698526,8.15420249,9.762933124,10.78175106,12.47130291,15.1197392,17.39905,19.95321191,22.33526524,24.79872693,27.12725635,29.76428008,32.67727633,36.15683015,40.98389332,46.31726074,52.33123768,57.83480193,64.44172581,70.69343088,75.37958874,78.84194297,82.57403117,86.36435399,91.72492072,95.3528389,97.22057675,100,102.1924784,104.8155469,105.6253447,108.1330286,114.9241993,114.8231549
Caribbean small states,CSS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,39.36641095,44.03415826,47.09834286,48.62976618,54.39671234,56.7516582,57.04857944,54.65600516,59.75060894,61.50011515,64.81824843,63.17384336,61.7666147,62.75278287,64.37455937,62.98565561,60.5203586,60.88982655,61.64073231,62.0258907,65.28924312,60.46577604,62.73065552,74.63410594,94.24946534,104.153828,101.3712368,100.0001025,101.299209,105.1375332,106.9681497,107.4547897,112.3259041,115.6659267,116.3668374,116.8091254,128.9170467,133.5448793,133.0847737,133.928764,135.5386528,141.3990285,145.5194779,149.3871386,154.5609765,159.8764039,166.796413,173.6577351,175.4503506,181.6696146,211.7467681,1062.103137,1212.448105,
Curacao,CUW,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.73567053,79.12713792,79.45156016,80.73867532,81.8528691,85.20883735,87.87587477,90.51214817,96.75748898,98.49912178,101.2373973,100,103.1840006,104.5587212,106.1257414,105.6200653,105.5701471,107.2439609,110.0160025,112.9049145,115.9320453,120.2899567,126.3017876,129.3375165
Cayman Islands,CYM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.65072291,93.43628232,96.28396559,96.87165959,96.67171083,96.22658305,97.44039784,98.78332464,99.65926441,100,101.0000923,103.0067604,105.7496239,109.3412111,109.4935997,111.8426011,115.8501984,120.0682125
Cyprus,CYP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,15.76268178,17.02822722,18.54320913,20.59650689,23.30220924,26.60025094,29.89571674,32.99070082,34.65495107,37.49039135,39.6152375,41.25953486,42.85291567,44.22150609,46.32279882,48.83957436,50.73846002,53.80376436,56.38803071,59.36023385,67.43195014,69.21278238,70.7610179,72.15197807,73.81289512,75.83791177,78.61380196,78.84681017,83.09483813,85.34606741,87.06963923,89.75666229,93.47098202,97.89664912,98.15419902,100,101.616249,103.3221615,102.3532687,100.9835132,100.2218613,99.64584349,100.6626234,101.6951703,103.0681475,101.8231666,104.9225729,111.9403756,116.2273587
Czechia,CZE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3431622,33.15353405,37.25040332,45.07626715,50.63956496,55.25149582,60.72684911,65.79963328,72.27269761,74.52412329,75.83535698,79.57751142,81.80590188,82.9613947,86.32723023,86.42892472,87.01944185,90.11809225,91.94418324,94.37627775,93.91843454,93.71074951,94.96965043,96.1772729,98.78051849,100,101.4912339,103.1999611,106.1033473,110.1791142,115.1550589,119.800905,130.1889623,140.81094
Germany,DEU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,21.97458491,23.08737675,24.00100577,24.76003048,25.51436137,26.49261686,27.39877198,27.83415364,28.4152851,29.61128103,31.87134264,34.30036489,35.85480841,38.11348697,40.88635375,43.20322957,44.63161237,46.01551289,47.64715018,49.68556228,52.39401638,54.58159166,57.08200638,58.68483405,59.85216125,61.12385549,62.9572919,63.76293343,64.84082117,66.70763166,68.9734521,71.10133811,74.87705009,77.71127918,79.22118932,80.67510772,81.04938015,81.16692056,81.72845413,82.19746121,81.91485585,83.08868714,84.33444314,85.44916034,86.43614878,86.89799141,87.28642528,88.8921071,89.73466196,91.52460291,92.149257,93.28447584,94.62038082,96.50808733,98.34253706,100,101.2562586,102.7426896,104.6591841,106.7690883,108.6429349,111.6881196,118.4919997,125.7708644
Djibouti,DJI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.2623044,103.0922163,103.4043614,103.9857333,104.6678966,105.1386901,107.007856,108.8280932,113.8551024,119.0520479
Dominica,DMA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,26.62642187,29.99986365,35.38747018,41.30067194,42.02672228,44.00822874,47.29101151,50.21260694,54.19657994,57.25406854,60.51404085,63.23648243,68.55303381,70.75245876,76.16553707,79.50682519,81.63737793,87.87408748,88.56296225,91.45449699,92.77589394,95.13250642,97.54543772,95.80646534,97.80340297,98.57662554,95.50175149,99.12318413,97.68765458,100,101.5250486,103.0564302,111.3049782,111.6355203,113.5169381,111.2902542,115.2594065,114.916133,122.7532223,127.2925121,123.3804125,126.7424249,132.4246507,130.923324,134.8850182,139.6910203,143.6948667
Denmark,DNK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,8.139066662,8.489585773,9.052946593,9.575617089,10.01715178,10.76207425,11.49741005,11.96916854,12.60751947,13.47378792,14.65327332,15.71833252,17.24765768,18.95897369,21.42674673,24.2683679,26.5208418,28.8469009,31.39508188,33.5913715,36.47298302,40.31020737,44.36939244,47.63202853,50.44622316,52.57279738,53.85314915,56.38897908,58.56301313,61.39279479,62.91673271,64.54219215,65.6112549,65.99007976,67.02463704,67.88196303,69.25565185,70.64988492,71.52054949,72.7274195,74.91897199,76.80494209,78.6400649,79.81536874,81.47943087,83.84066257,85.59171809,87.66715769,91.39674547,91.91930563,94.84864503,95.46172801,97.76029619,98.58823911,99.59256394,100,100.426513,101.531826,102.1339322,103.105102,106.0198024,108.9554051,118.8670407,114.363266
Dominican Republic,DOM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.504470849,0.502362462,0.540743903,0.579625569,0.591833967,0.585579115,0.571767001,0.581980518,0.605449045,0.622586183,0.635733375,0.64326198,0.694899078,0.726213987,0.854820511,0.999685138,1.028348625,1.137110434,1.149028021,1.276694044,1.453955408,1.559254047,1.676385605,1.786966675,2.219131887,3.070552634,3.358793733,3.843230832,5.516414868,6.818774797,10.25947831,20.82278504,21.98225811,23.07780177,25.41693907,27.87028013,28.89304607,31.62382402,33.68085929,34.97223544,37.49295122,39.75780248,42.50930834,56.73357783,82.35804149,87.11936728,92.90517771,100,110.3916875,114.2533505,120.4726326,130.1836366,136.8206347,143.2413797,149.4312536,153.1250238,156.1778444,162.7082258,169.4142285,173.6929859,181.8973811,196.043828,217.0482689,230.9912756
Algeria,DZA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.214924475,1.257103254,1.28666126,1.2937293,1.315660377,1.3354128,1.359688128,1.377527794,1.420810493,1.448105464,1.519648328,1.78029786,1.698289133,1.861793816,2.772147512,2.936092929,3.254382805,3.642536278,4.009890472,4.570787452,5.752886274,6.578655541,6.70626792,7.162615764,7.766675362,8.152875345,8.348979983,9.087198498,9.910586235,11.49740721,14.97647648,23.03211413,28.08216185,31.90819484,41.1863472,52.9561851,65.67726908,70.27596719,68.07556433,75.46607653,92.58028031,100,101.3728559,110.4380853,123.0793849,138.293958,153.2036837,164.0742753,188.8788309,174.9513815,202.1684247,236.352494,255.266476,257.5453751,261.2807222,248.2513194,250.3780592,262.741746,278.9389296,281.4019404,268.1440146,310.8663268,382.2140738,385.4813965
East Asia & Pacific (excluding high income),EAP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,15.09914667,13.38985638,12.05170556,14.18310096,16.24359085,16.7300179,17.08421814,17.16505852,17.03198718,19.61202711,16.87882036,15.27888199,16.82963439,18.04094466,27.50875283,29.04259383,31.79981451,37.95648695,38.8256515,44.49981117,54.12765334,62.51280946,56.77277451,49.02622863,47.1037362,45.95433926,39.66299519,36.21191243,32.00633291,33.72442595,35.68503903,38.14349567,39.78489781,40.83592364,46.96487283,49.41763837,50.15403763,53.6679163,51.6378312,38.05708532,33.61070444,42.55055246,47.43814823,52.77364952,56.1462129,60.96523745,66.2793247,70.96091292,81.67183543,79.41023945,86.56805401,92.48715529,97.11450585,99.70442083,101.7513132,96.17978509,97.30618935,98.21311384,100,99.94342481,98.11850141,100.1289601,102.3275028,101.9098051
"Egypt, Arab Rep.",EGY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.417603876,0.42432718,0.426007629,0.42990718,0.433614249,0.457309349,0.469890833,0.483198204,0.491902687,0.495868949,0.557932768,0.565335027,0.584551294,0.627531101,0.686675781,0.753035299,0.839884961,0.943509272,1.033591968,1.276484691,1.435162799,1.403614543,1.750740476,1.973292231,2.136038573,2.38330729,2.690162195,3.025608541,3.431571211,4.088284886,4.813671374,5.589888936,6.615677195,7.173319598,7.779384158,8.666213842,9.282179502,10.1989133,10.44141097,10.53741301,10.95305146,11.15762159,11.51082492,12.29097034,13.72531532,14.57803203,15.65097194,17.62232765,19.77295377,21.98466588,24.2066263,27.0298394,32.29602989,35.10987787,39.0589051,42.93780189,45.61955235,59.08575072,71.59705256,81.34720785,86.37197127,90.55855583,100,124.8250654
Euro area,EMU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43562992,13.24979224,14.63203013,16.06743819,17.52553168,18.20852825,19.86717458,20.32780724,25.40520455,29.23561573,33.95677806,41.38409039,51.6470492,55.58445979,61.91775534,66.4304503,77.1099557,99.86086808,83.65524699,100,,,,,,,,,,,,
Spain,ESP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.59712336,2.661178544,2.823399773,3.044906065,3.235344222,3.531859205,3.820544313,4.146731654,4.391850357,4.617295044,4.891681787,5.275484099,5.724845729,6.403216957,7.424216887,8.67013281,10.09983087,12.46148126,15.03241481,17.57764803,19.92511241,22.38610131,25.42665403,28.44842003,31.53926517,34.25021625,37.97623439,40.23361709,42.62193529,45.56122672,48.89915667,52.2903814,55.79946931,58.33122581,60.59438511,63.58358479,65.83015643,67.45289089,69.23012609,71.04297268,73.46749326,76.5254405,79.65663365,82.84605791,86.08671881,89.7134864,93.36705806,96.69207758,99.0630095,99.2921255,99.5828903,99.43754039,99.23572692,99.67055305,99.45059331,100,100.3721825,101.6348087,102.8415744,104.3108424,105.4936382,108.1901741,113.287959,120.3517805
Estonia,EST,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.401265279,0.93322438,9.08627261,16.79193398,23.45312758,30.81941994,37.76595712,41.5132758,44.37540544,47.24250964,48.98325719,52.33798065,54.85223377,56.98564888,59.65797082,63.19204358,68.86582879,77.37362779,82.63125113,82.31094791,83.80616081,88.44832877,92.16804744,95.96901445,98.71041293,100,102.43853,106.2708544,111.4240108,115.6833898,116.5548803,122.8165921,142.2000256,153.6539293
Ethiopia,ETH,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,3.576371117,3.564116478,3.561241033,3.74274004,3.852146086,3.86499146,3.933515614,4.019767477,4.190247929,4.453369405,4.414642475,4.265540858,4.281880596,4.598439982,4.541681781,4.89831694,5.451252838,5.64676457,6.251709852,6.254776652,6.415266596,6.689232577,6.870034394,6.682209031,8.806333814,8.341962142,7.831476436,8.074683228,8.525632638,8.804538019,10.48482161,12.11334778,13.73373387,14.13628083,15.93248884,15.97058948,16.00359359,15.97956468,16.33474616,17.44550889,16.44146135,15.84604464,17.86926419,18.56819588,20.40190028,22.75879916,26.67799626,34.76454327,43.15893427,43.78239628,52.56596593,70.19732947,73.63838803,81.7251999,90.58138615,99.99997124,106.6768244,119.8858633,135.303661,160.00279,194.8246197,262.3651584,348.9999516
European Union,EUU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.38085091,6.721701802,6.988818534,7.348505775,7.875817529,8.271442679,8.662172697,9.299887427,10.42180413,10.85434297,11.27208247,12.10217081,13.09988157,14.90400246,18.19352489,20.66202128,23.37384488,25.57534808,27.48178375,29.76414023,32.63208919,36.42898162,39.73074602,42.98681651,46.62089662,49.05677864,51.39104125,53.59693433,57.71542935,61.48668967,64.68229137,65.66310573,66.24993163,67.41953521,68.66340946,71.54827223,71.49006274,72.98100428,75.24633081,75.94718508,77.19073842,79.74160748,80.4936772,80.64660167,81.13228763,81.88631018,82.63981183,84.91604135,87.4954395,89.0486807,89.35934762,91.68352011,94.38391717,96.80146132,98.39352631,100,100.0551953,100.8917026,102.8964801,104.4212609,106.1321157,108.7160213,114.6404294,119.1269025
Fiji,FJI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.043810978,5.074526714,5.145698209,5.095822528,5.2558692,5.673759924,5.814632387,5.605409267,5.789890842,6.165899776,6.587110135,6.808388335,7.810948838,9.060501567,11.74655183,14.60315449,15.75847535,15.75342795,16.4516017,17.79098423,20.87090684,21.07107762,23.62907966,25.23981621,25.99890275,28.13477883,28.99325471,31.12136261,33.40194093,34.35332723,36.6479472,38.84430692,41.29408994,44.28268571,44.64936319,45.1540861,46.449305,47.97751315,51.55085598,55.0211673,52.4242376,54.12561182,55.8935965,60.19895692,61.5197272,65.60782749,68.06599456,70.12462089,71.63799353,72.63425954,75.70653255,82.81639082,85.77833023,88.88461794,100,102.530899,105.2308716,107.0181731,108.5439507,110.2242352,108.5885302,105.8596319,108.4510599,112.8970939
France,FRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,10.13398298,10.46012833,10.97161705,11.5822751,12.06539616,12.43249454,12.80495075,13.19600946,13.77920788,14.79184962,15.5896268,16.50549102,17.64583172,19.01048584,21.16594637,24.05262842,26.65594424,29.01309803,31.69236549,34.92838623,38.96124831,43.43430195,48.66062702,53.33814786,57.11090162,60.25436665,63.41134295,64.9777823,67.04344568,69.17810501,71.02239038,72.76607223,74.23620187,75.39259717,76.11097772,76.98674579,78.00093643,78.68325902,79.39810711,79.5729161,80.70092052,82.23617321,83.93375639,85.44572183,86.8415967,88.54551862,90.31410866,92.46812745,94.59563338,94.69586796,95.72752874,96.5426279,97.58726441,98.31709595,98.87828508,100,100.5172582,101.1066343,102.2335621,103.4711229,106.552471,107.8543462,111.327938,117.2322951
Faroe Islands,FRO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.03535332,93.50283344,100,99.0479977,96.67072341,98.13645634,100.7583925,105.6739406,113.9866622,114.4151321,113.928434,117.9158119,117.784271,120.1699256,127.1147173,132.2923373
"Micronesia, Fed. Sts.",FSM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,25.82857986,27.65624618,31.53211904,32.66123097,37.48943659,37.48111922,37.91005889,37.40134854,40.15788804,44.17180169,50.68952413,55.04000381,59.16982296,60.98954914,63.92648636,66.02606154,67.31253749,69.17605216,72.08092486,75.48855388,79.22497309,83.26653307,85.78998073,88.37416481,90.68517689,92.72356885,94.45713278,95.07224064,97.91608602,97.14783878,98.19597285,99.28481579,99.3783251,99.01646342,100,102.0969947,103.5107409,106.7966479,112.1417969,118.1544135,122.4114988,124.3647364,133.222616,134.0711703,138.1253407,130.8732647,133.744856,146.5306122,160,154.5098039,148.8,151.7509728,168.627451,178.9883268
Gabon,GAB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.50015697,5.680476646,5.758919518,4.587393625,6.126032659,5.938630752,6.184159053,6.569106541,6.99352831,7.340346114,7.309502019,7.784924134,7.218417648,9.727370279,16.09008871,16.79358684,19.25635546,21.14264643,21.74713035,25.8753916,35.39264576,39.08836944,45.69572249,47.03225022,52.68092559,52.0086897,41.18577808,41.59486951,42.68263125,45.98115557,53.04300646,47.01408396,47.11463155,46.87459156,68.6953903,69.61530091,79.05699914,79.80530276,65.61081121,78.20240237,100.1689439,100,100.8558078,100.6368293,108.4515594,130.2443286,143.0970177,149.1519701,179.6967409,147.2173904,171.6029503,193.3643113,187.6757214,176.1187914,174.619333,159.030764,152.2405417,158.0565903,169.3997705,172.0212068,156.5223222,188.3564726,216.1547663,194.6170814
United Kingdom,GBR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.038158023,5.207613424,5.383292964,5.469615353,5.649290185,5.966034277,6.263234446,6.437318645,6.690388938,7.093286671,7.749312905,8.368143927,8.969667191,9.72445379,11.18887996,14.07233578,16.19916772,18.42015366,20.53065143,23.41860398,28.03295762,31.27616416,33.59647239,35.31755567,37.09404551,39.13855725,40.83535304,43.05702044,45.69778215,49.32429515,53.21411664,56.62997678,58.51064657,60.10976845,60.94747238,67.94972941,70.76101735,70.65711807,71.56411339,72.55231584,73.36612267,74.47486618,76.05302675,77.86844646,79.88417927,82.23398996,84.53032243,86.43054978,89.3926933,91.08855343,92.53602405,94.56810952,96.02705256,98.0526866,99.34590598,100,101.9641513,103.8557056,105.8504072,108.108145,113.4809258,113.5564548,119.7383601,128.4771707
Georgia,GEO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.02E-05,2.03E-05,2.14E-05,2.06E-05,2.10E-05,2.09E-05,2.05E-05,2.08E-05,2.09E-05,2.16E-05,2.16E-05,2.22E-05,2.19E-05,2.20E-05,2.22E-05,2.24E-05,2.25E-05,2.28E-05,2.29E-05,2.36E-05,2.38E-05,2.47E-05,2.55E-05,2.48E-05,2.51E-05,2.40E-05,2.54E-05,2.60E-05,2.55E-05,2.68E-05,3.28E-05,5.32E-05,0.000752813,0.117020411,7.186778176,18.88210154,27.00712092,28.77202956,30.76890087,33.76235855,35.34183286,37.24122538,39.44556132,40.79697027,44.2376621,47.74796614,51.7813826,56.68378919,62.12108383,60.79432145,70.46416187,76.92693135,77.15091678,76.64869131,80.16679303,84.47769953,86.39941381,92.91975725,96.15784008,100,106.8479334,117.7780364,127.3598098,131.1145038
